enrollee_id,city,city_dev_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,looking_for_job_change,split,experience_numeric,last_new_job_numeric,job_change_label
5252,city_141,0.763,Female,No,Full time course,High School,Unknown,2,Unknown,Unknown,never,51,1,train,2,0,Looking
12971,city_73,0.754,Female,No,no_enrollment,Masters,STEM,16,Unknown,Unknown,>4,56,0,train,16,5,Not Looking
11549,city_61,0.913,Male,Yes,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,2,17,0,train,16,2,Not Looking
4383,city_103,0.92,Unknown,No,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,46,0,train,21,5,Not Looking
10654,city_16,0.91,Male,Yes,no_enrollment,Masters,STEM,17,50-99,Funded Startup,1,61,0,train,17,1,Not Looking
10540,city_103,0.92,Male,Yes,no_enrollment,Masters,STEM,18,5000-9999,Pvt Ltd,1,11,0,train,18,1,Not Looking
31364,city_103,0.92,Male,Yes,no_enrollment,Graduate,Business Degree,>20,5000-9999,Pvt Ltd,1,106,0,train,21,1,Not Looking
1215,city_103,0.92,Unknown,Yes,no_enrollment,Masters,STEM,15,NA,Pvt Ltd,2,236,0,train,15,2,Not Looking
29289,city_57,0.866,Male,Yes,no_enrollment,Graduate,STEM,16,<10,Early Stage Startup,1,58,0,train,16,1,Not Looking
11205,city_16,0.91,Male,No,Unknown,High School,Unknown,10,Unknown,Unknown,never,42,0,train,10,0,Not Looking
27361,city_115,0.789,Male,Yes,no_enrollment,Graduate,STEM,7,50-99,Unknown,1,26,0,train,7,1,Not Looking
10729,city_114,0.926,Male,Yes,Full time course,Graduate,STEM,>20,NA,Early Stage Startup,2,37,0,train,21,2,Not Looking
22766,city_10,0.895,Male,Yes,no_enrollment,Masters,STEM,>20,NA,Pvt Ltd,>4,20,0,train,21,5,Not Looking
10936,city_114,0.926,Unknown,Yes,no_enrollment,High School,Unknown,10,<10,Pvt Ltd,1,85,0,train,10,1,Not Looking
27491,city_103,0.92,Unknown,Yes,Part time course,Masters,Arts,3,Unknown,Unknown,1,40,1,train,3,1,Looking
28093,city_103,0.92,Female,No,Full time course,Masters,STEM,12,10000+,Public Sector,2,155,0,train,12,2,Not Looking
17902,city_16,0.91,Female,Yes,no_enrollment,Graduate,Humanities,2,50-99,Funded Startup,1,147,0,train,2,1,Not Looking
14769,city_102,0.804,Male,No,no_enrollment,Phd,STEM,20,NA,Pvt Ltd,2,188,0,train,20,2,Not Looking
22232,city_103,0.92,Male,Yes,no_enrollment,Phd,STEM,18,NA,Early Stage Startup,1,174,1,train,18,1,Looking
14508,city_126,0.479,Unknown,No,Full time course,Unknown,Unknown,3,Unknown,Unknown,Unknown,155,0,train,3,NA,Not Looking
24468,city_94,0.698,Unknown,No,no_enrollment,Graduate,STEM,2,Unknown,Unknown,1,31,1,train,2,1,Looking
22025,city_65,0.802,Male,No,no_enrollment,High School,Unknown,<1,Unknown,Unknown,2,40,1,train,0.5,2,Looking
26794,city_11,0.55,Male,Yes,Full time course,Masters,STEM,3,Unknown,Unknown,1,67,0,train,3,1,Not Looking
2545,city_21,0.624,Female,Yes,Full time course,Masters,STEM,8,500-999,Pvt Ltd,2,69,1,train,8,2,Looking
18489,city_21,0.624,Male,Yes,Full time course,Graduate,STEM,<1,500-999,Pvt Ltd,1,24,0,train,0.5,1,Not Looking
22235,city_173,0.878,Male,Yes,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,36,0,train,21,5,Not Looking
1201,city_103,0.92,Male,Yes,Full time course,Masters,STEM,8,Unknown,Public Sector,never,125,1,train,8,0,Looking
17714,city_28,0.939,Male,No,no_enrollment,Masters,STEM,4,Unknown,Unknown,1,18,0,train,4,1,Not Looking
6564,city_9,0.743,Unknown,Yes,Part time course,Graduate,Other,4,<10,Pvt Ltd,Unknown,334,1,train,4,NA,Looking
28772,city_136,0.897,Male,Yes,Full time course,Masters,STEM,9,Unknown,NGO,1,17,0,train,9,1,Not Looking
28565,city_16,0.91,Male,Yes,Full time course,Graduate,STEM,2,NA,Pvt Ltd,1,36,0,train,2,1,Not Looking
29367,city_14,0.698,Female,Yes,no_enrollment,Graduate,Business Degree,4,NA,Funded Startup,4,4,0,train,4,4,Not Looking
24637,city_103,0.92,Male,No,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,102,0,train,21,4,Not Looking
5204,city_144,0.84,Male,Yes,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,47,0,train,21,5,Not Looking
27261,city_14,0.698,Male,No,Full time course,High School,Unknown,2,Unknown,Unknown,never,13,0,train,2,0,Not Looking
24622,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,77,0,train,21,5,Not Looking
401,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,14,0,train,14,5,Not Looking
22318,city_64,0.6659999999999999,Male,Yes,Full time course,Masters,STEM,10,Unknown,Unknown,1,38,0,train,10,1,Not Looking
33094,city_103,0.92,Male,No,no_enrollment,High School,Unknown,3,Unknown,Unknown,1,70,0,train,3,1,Not Looking
28888,city_21,0.624,Unknown,Yes,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,Unknown,40,1,train,10,NA,Looking
8955,city_103,0.92,Male,Yes,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,2,80,0,train,4,2,Not Looking
6651,city_123,0.738,Male,No,Full time course,Graduate,STEM,10,Unknown,Unknown,never,48,0,train,10,0,Not Looking
1017,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,5,NA,Pvt Ltd,4,156,1,train,5,4,Looking
22745,city_21,0.624,Unknown,Yes,Full time course,Masters,STEM,7,100-500,Pvt Ltd,4,75,0,train,7,4,Not Looking
10798,city_73,0.754,Unknown,Yes,no_enrollment,Masters,Unknown,Unknown,50-99,Pvt Ltd,Unknown,5,0,train,NA,NA,Not Looking
31282,city_21,0.624,Female,No,Full time course,Unknown,Unknown,3,Unknown,Unknown,1,78,0,train,3,1,Not Looking
23100,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,2,0,train,21,3,Not Looking
12703,city_114,0.926,Unknown,Yes,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,1,7,1,train,3,1,Looking
5178,city_103,0.92,Male,Yes,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,24,0,train,21,5,Not Looking
17272,city_21,0.624,Unknown,Yes,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,never,83,0,train,1,0,Not Looking
16706,city_103,0.92,Unknown,No,no_enrollment,Phd,STEM,15,10000+,Pvt Ltd,2,148,0,train,15,2,Not Looking
15836,city_114,0.926,Male,Yes,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,78,0,train,9,5,Not Looking
5105,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,78,0,train,21,5,Not Looking
9166,city_71,0.884,Male,Yes,no_enrollment,Graduate,No Major,1,Unknown,Unknown,1,62,1,train,1,1,Looking
28801,city_103,0.92,Female,No,Full time course,Graduate,STEM,6,Unknown,Unknown,1,46,1,train,6,1,Looking
14277,city_46,0.762,Male,Yes,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,4,83,0,train,10,4,Not Looking
22600,city_16,0.91,Male,Yes,no_enrollment,Masters,STEM,17,1000-4999,Public Sector,>4,18,0,train,17,5,Not Looking
8856,city_173,0.878,Male,No,Full time course,Graduate,STEM,4,Unknown,Public Sector,1,124,1,train,4,1,Looking
15803,city_160,0.92,Male,Yes,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,64,0,train,21,1,Not Looking
1533,city_103,0.92,Male,Yes,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,106,0,train,15,2,Not Looking
16907,city_21,0.624,Male,Yes,Full time course,Graduate,STEM,3,NA,Pvt Ltd,1,22,0,train,3,1,Not Looking
28115,city_160,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,29,0,train,21,5,Not Looking
23202,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,4,4,1,train,7,4,Looking
11578,city_21,0.624,Male,No,no_enrollment,Graduate,STEM,<1,Unknown,Unknown,never,128,1,train,0.5,0,Looking
26624,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,16,NA,Pvt Ltd,3,202,0,train,16,3,Not Looking
19008,city_160,0.92,Male,Yes,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,3,5,0,train,10,3,Not Looking
15822,city_16,0.91,Male,No,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,1,56,0,train,19,1,Not Looking
3328,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,27,0,train,9,5,Not Looking
12439,city_75,0.939,Unknown,Yes,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,2,100,0,train,16,2,Not Looking
12691,city_61,0.913,Male,Yes,no_enrollment,Graduate,STEM,>20,10000+,Unknown,4,78,0,train,21,4,Not Looking
16623,city_160,0.92,Unknown,Yes,no_enrollment,Graduate,STEM,15,<10,Early Stage Startup,1,116,0,train,15,1,Not Looking
28738,city_114,0.926,Male,Yes,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,4,16,1,train,4,4,Looking
25754,city_73,0.754,Female,Yes,Part time course,Graduate,STEM,6,50-99,Pvt Ltd,2,105,0,train,6,2,Not Looking
13429,city_16,0.91,Male,Yes,no_enrollment,Graduate,No Major,>20,NA,Pvt Ltd,>4,22,0,train,21,5,Not Looking
17016,city_138,0.836,Male,Yes,no_enrollment,High School,Unknown,>20,100-500,Pvt Ltd,>4,214,0,train,21,5,Not Looking
5060,city_16,0.91,Male,No,Unknown,Unknown,Unknown,2,Unknown,Unknown,never,78,0,train,2,0,Not Looking
5560,city_149,0.6890000000000001,Unknown,Yes,Full time course,Graduate,STEM,9,100-500,Pvt Ltd,4,32,0,train,9,4,Not Looking
201,city_41,0.8270000000000001,Male,Yes,no_enrollment,High School,Unknown,8,100-500,Pvt Ltd,>4,14,0,train,8,5,Not Looking
32423,city_21,0.624,Male,Yes,no_enrollment,Graduate,STEM,6,NA,Unknown,2,23,0,train,6,2,Not Looking
9081,city_21,0.624,Unknown,No,no_enrollment,Unknown,Unknown,5,Unknown,Unknown,1,77,0,train,5,1,Not Looking
27612,city_21,0.624,Unknown,No,Unknown,High School,Unknown,2,Unknown,Unknown,never,43,0,train,2,0,Not Looking
30592,city_105,0.794,Male,Yes,no_enrollment,Masters,STEM,19,50-99,Pvt Ltd,1,79,0,train,19,1,Not Looking
31461,city_145,0.555,Unknown,No,Part time course,Graduate,STEM,11,Unknown,Unknown,>4,140,1,train,11,5,Looking
10106,city_103,0.92,Male,Yes,no_enrollment,Graduate,Humanities,16,100-500,Pvt Ltd,>4,228,1,train,16,5,Looking
2730,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,43,0,train,11,1,Not Looking
25693,city_16,0.91,Male,Yes,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,9,0,train,6,1,Not Looking
26019,city_160,0.92,Unknown,Yes,no_enrollment,Unknown,Unknown,17,100-500,Pvt Ltd,4,32,0,train,17,4,Not Looking
22815,city_114,0.926,Male,No,Full time course,High School,Unknown,3,NA,Public Sector,3,96,0,train,3,3,Not Looking
17636,city_114,0.926,Male,No,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,308,0,train,21,5,Not Looking
21791,city_83,0.923,Male,Yes,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,125,1,train,21,1,Looking
13800,city_16,0.91,Male,No,no_enrollment,Graduate,STEM,2,NA,Pvt Ltd,1,140,0,train,2,1,Not Looking
11357,city_16,0.91,Unknown,Yes,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,40,1,train,6,1,Looking
17884,city_173,0.878,Unknown,Yes,Full time course,High School,Unknown,8,Unknown,Unknown,1,142,0,train,8,1,Not Looking
28051,city_21,0.624,Male,Yes,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,3,77,0,train,3,3,Not Looking
6016,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,3,7,1,train,21,3,Looking
17011,city_103,0.92,Male,Yes,no_enrollment,Masters,STEM,17,NA,Early Stage Startup,>4,85,0,train,17,5,Not Looking
27409,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,40,0,train,21,5,Not Looking
8079,city_103,0.92,Male,No,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,132,0,train,21,5,Not Looking
8379,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,>4,19,0,train,7,5,Not Looking
174,city_118,0.722,Male,No,Full time course,High School,Unknown,2,500-999,Pvt Ltd,never,28,0,train,2,0,Not Looking
14557,city_65,0.802,Male,Yes,no_enrollment,Graduate,STEM,11,Unknown,Pvt Ltd,never,86,0,train,11,0,Not Looking
20587,city_91,0.691,Unknown,Yes,no_enrollment,Graduate,STEM,Unknown,100-500,Pvt Ltd,1,56,0,train,NA,1,Not Looking
26092,city_71,0.884,Male,Yes,Part time course,Graduate,STEM,9,NA,Pvt Ltd,3,65,0,train,9,3,Not Looking
16444,city_21,0.624,Unknown,Yes,no_enrollment,High School,Unknown,3,Unknown,Unknown,1,27,1,train,3,1,Looking
2074,city_114,0.926,Male,Yes,no_enrollment,High School,Unknown,18,500-999,Pvt Ltd,>4,116,1,train,18,5,Looking
31564,city_103,0.92,Male,Yes,Full time course,Graduate,STEM,10,500-999,Funded Startup,2,21,0,train,10,2,Not Looking
6362,city_46,0.762,Male,No,no_enrollment,Masters,Humanities,3,500-999,Public Sector,2,5,0,train,3,2,Not Looking
8846,city_16,0.91,Female,No,no_enrollment,Graduate,Arts,3,50-99,Pvt Ltd,2,3,0,train,3,2,Not Looking
10719,city_102,0.804,Unknown,Yes,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,1,11,0,train,15,1,Not Looking
17251,city_75,0.939,Male,Yes,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,32,0,train,21,1,Not Looking
5824,city_13,0.8270000000000001,Male,Yes,no_enrollment,Graduate,STEM,5,NA,Pvt Ltd,1,94,0,train,5,1,Not Looking
1484,city_160,0.92,Male,Yes,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,>4,7,0,train,16,5,Not Looking
11233,city_19,0.682,Male,No,Full time course,High School,Unknown,8,Unknown,Unknown,1,50,0,train,8,1,Not Looking
22236,city_100,0.887,Male,Yes,Part time course,Graduate,STEM,>20,Unknown,Unknown,1,94,1,train,21,1,Looking
17491,city_116,0.743,Unknown,Yes,no_enrollment,High School,Unknown,6,500-999,Pvt Ltd,1,24,0,train,6,1,Not Looking
29318,city_48,0.493,Other,Yes,Full time course,Phd,Other,>20,Unknown,Unknown,1,18,0,train,21,1,Not Looking
7769,city_103,0.92,Unknown,Yes,no_enrollment,Graduate,STEM,4,Unknown,Unknown,1,23,1,train,4,1,Looking
18024,city_166,0.649,Male,No,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,2,10,1,train,12,2,Looking
2028,city_57,0.866,Other,Yes,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1,24,0,train,15,1,Not Looking
2167,city_149,0.6890000000000001,Male,Yes,no_enrollment,Graduate,STEM,6,500-999,Funded Startup,never,4,0,train,6,0,Not Looking
22399,city_21,0.624,Male,Yes,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,67,1,train,3,1,Looking
26314,city_90,0.698,Male,No,Full time course,Graduate,STEM,3,Unknown,Unknown,1,4,1,train,3,1,Looking
4523,city_114,0.926,Unknown,No,no_enrollment,Masters,STEM,14,Unknown,Pvt Ltd,never,101,0,train,14,0,Not Looking
1983,city_42,0.563,Unknown,No,Part time course,Graduate,STEM,2,50-99,Pvt Ltd,1,140,1,train,2,1,Looking
7491,city_45,0.89,Male,No,Full time course,High School,Unknown,6,Unknown,Unknown,never,32,0,train,6,0,Not Looking
944,city_21,0.624,Unknown,Yes,Part time course,High School,Unknown,1,<10,Pvt Ltd,never,10,1,train,1,0,Looking
29576,city_160,0.92,Male,No,Part time course,Graduate,STEM,14,10000+,Public Sector,>4,50,0,train,14,5,Not Looking
29190,city_16,0.91,Male,No,Unknown,Unknown,Unknown,6,Unknown,Unknown,never,6,0,train,6,0,Not Looking
29168,city_103,0.92,Male,Yes,no_enrollment,Masters,Arts,>20,100-500,Funded Startup,1,6,0,train,21,1,Not Looking
7104,city_162,0.767,Male,Yes,Full time course,Masters,STEM,>20,Unknown,Public Sector,>4,30,0,train,21,5,Not Looking
26524,city_75,0.939,Male,No,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,1,122,0,train,21,1,Not Looking
4947,city_103,0.92,Male,No,no_enrollment,Masters,STEM,14,Unknown,Unknown,1,5,1,train,14,1,Looking
18773,city_133,0.742,Male,No,Full time course,Graduate,STEM,2,Unknown,Unknown,never,220,1,train,2,0,Looking
29948,city_103,0.92,Unknown,Yes,Part time course,Graduate,STEM,6,Unknown,Unknown,never,58,1,train,6,0,Looking
22190,city_16,0.91,Male,Yes,no_enrollment,Masters,STEM,9,NA,Pvt Ltd,2,28,0,train,9,2,Not Looking
16747,city_136,0.897,Unknown,No,Full time course,Masters,STEM,7,Unknown,Pvt Ltd,1,30,0,train,7,1,Not Looking
26088,city_128,0.527,Unknown,No,Full time course,High School,Unknown,4,Unknown,Unknown,never,178,1,train,4,0,Looking
17753,city_21,0.624,Male,Yes,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,1,92,0,train,17,1,Not Looking
14326,city_103,0.92,Male,Yes,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,2,22,0,train,13,2,Not Looking
22822,city_16,0.91,Male,Yes,no_enrollment,High School,Unknown,>20,10000+,Pvt Ltd,1,44,0,train,21,1,Not Looking
23129,city_103,0.92,Unknown,No,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,Unknown,104,0,train,8,NA,Not Looking
19978,city_104,0.924,Other,No,Full time course,High School,Unknown,3,Unknown,Unknown,1,22,1,train,3,1,Looking
5708,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,1,45,0,train,8,1,Not Looking
22554,city_21,0.624,Male,Yes,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,43,1,train,21,2,Looking
31949,city_116,0.743,Male,Yes,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,2,182,0,train,12,2,Not Looking
29680,city_103,0.92,Male,No,Full time course,High School,Unknown,2,500-999,Pvt Ltd,1,28,1,train,2,1,Looking
30986,city_21,0.624,Male,Yes,no_enrollment,Masters,STEM,15,50-99,Early Stage Startup,3,57,0,train,15,3,Not Looking
24928,city_21,0.624,Male,Yes,Full time course,Masters,STEM,10,<10,Pvt Ltd,1,110,1,train,10,1,Looking
22003,city_103,0.92,Male,No,no_enrollment,Graduate,STEM,7,50-99,Unknown,1,3,0,train,7,1,Not Looking
32778,city_83,0.923,Male,Yes,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1,17,1,train,4,1,Looking
14497,city_21,0.624,Male,Yes,Unknown,Graduate,STEM,3,NA,Early Stage Startup,1,15,1,train,3,1,Looking
11251,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,151,0,train,21,5,Not Looking
19968,city_21,0.624,Male,No,no_enrollment,High School,Unknown,5,Unknown,Unknown,never,51,1,train,5,0,Looking
26919,city_21,0.624,Male,Yes,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,46,1,train,5,1,Looking
13562,city_21,0.624,Female,Yes,no_enrollment,Masters,Other,8,<10,NGO,1,17,0,train,8,1,Not Looking
16217,city_103,0.92,Male,Yes,no_enrollment,Masters,Humanities,>20,Unknown,Pvt Ltd,1,17,0,train,21,1,Not Looking
21794,city_27,0.848,Male,Yes,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,39,0,train,10,1,Not Looking
19083,city_103,0.92,Male,Yes,no_enrollment,Masters,STEM,9,500-999,NGO,3,182,0,train,9,3,Not Looking
22185,city_21,0.624,Male,No,Full time course,High School,Unknown,3,Unknown,Unknown,1,56,0,train,3,1,Not Looking
19913,city_103,0.92,Unknown,No,Part time course,Graduate,STEM,2,50-99,Pvt Ltd,2,40,0,train,2,2,Not Looking
9504,city_36,0.893,Male,Yes,no_enrollment,High School,Unknown,9,100-500,Pvt Ltd,4,31,0,train,9,4,Not Looking
9406,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,7,Unknown,Unknown,1,63,0,train,7,1,Not Looking
639,city_103,0.92,Male,Yes,no_enrollment,Graduate,Humanities,>20,Unknown,Unknown,2,154,0,train,21,2,Not Looking
16697,city_16,0.91,Male,Yes,no_enrollment,Masters,STEM,18,NA,Pvt Ltd,1,41,0,train,18,1,Not Looking
23287,city_160,0.92,Male,Yes,no_enrollment,Graduate,STEM,18,NA,Pvt Ltd,>4,152,1,train,18,5,Looking
16134,city_102,0.804,Male,Yes,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,2,21,0,train,11,2,Not Looking
4881,city_102,0.804,Male,Yes,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,1,86,0,train,8,1,Not Looking
2817,city_21,0.624,Unknown,Yes,no_enrollment,Masters,Other,5,100-500,Pvt Ltd,1,21,0,train,5,1,Not Looking
3898,city_23,0.899,Male,Yes,Part time course,Primary School,Unknown,11,5000-9999,Pvt Ltd,1,178,0,train,11,1,Not Looking
32739,city_21,0.624,Unknown,Yes,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,2,36,0,train,8,2,Not Looking
208,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,58,1,train,21,5,Looking
25962,city_165,0.903,Unknown,Yes,no_enrollment,Masters,Humanities,19,<10,Funded Startup,2,23,1,train,19,2,Looking
22253,city_103,0.92,Unknown,Yes,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,2,89,0,train,17,2,Not Looking
24109,city_104,0.924,Male,Yes,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,4,116,1,train,15,4,Looking
12802,city_116,0.743,Male,Yes,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,6,0,train,21,1,Not Looking
27794,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,4,20,0,train,4,4,Not Looking
11243,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,50-99,Unknown,2,20,0,train,21,2,Not Looking
1779,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,10,100-500,Unknown,2,119,1,train,10,2,Looking
31212,city_75,0.939,Unknown,No,Unknown,Masters,STEM,10,Unknown,Unknown,never,13,0,train,10,0,Not Looking
23550,city_61,0.913,Male,Yes,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,3,10,0,train,21,3,Not Looking
11518,city_21,0.624,Unknown,Yes,Full time course,Graduate,STEM,3,50-99,Early Stage Startup,1,27,0,train,3,1,Not Looking
32655,city_21,0.624,Male,No,Full time course,High School,Unknown,1,Unknown,Unknown,never,26,1,train,1,0,Looking
7572,city_103,0.92,Unknown,No,no_enrollment,Masters,STEM,9,Unknown,Unknown,2,91,1,train,9,2,Looking
25607,city_103,0.92,Other,Yes,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,78,0,train,21,5,Not Looking
32257,city_94,0.698,Male,Yes,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,1,166,0,train,9,1,Not Looking
29997,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,36,1,train,6,1,Looking
19325,city_103,0.92,Male,Yes,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,28,0,train,21,1,Not Looking
10421,city_103,0.92,Male,Yes,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,19,0,train,21,5,Not Looking
22346,city_19,0.682,Male,Yes,no_enrollment,Graduate,STEM,9,Unknown,Pvt Ltd,1,66,0,train,9,1,Not Looking
1004,city_103,0.92,Male,Yes,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,4,10,0,train,21,4,Not Looking
5996,city_16,0.91,Male,No,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,>4,13,0,train,21,5,Not Looking
27879,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,>4,90,0,train,16,5,Not Looking
30567,city_100,0.887,Male,Yes,no_enrollment,Masters,No Major,>20,Unknown,Unknown,>4,8,0,train,21,5,Not Looking
26259,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,500-999,NGO,2,4,0,train,21,2,Not Looking
8493,city_114,0.926,Male,Yes,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,never,106,0,train,5,0,Not Looking
18363,city_21,0.624,Male,Yes,no_enrollment,Masters,STEM,3,50-99,Early Stage Startup,1,10,0,train,3,1,Not Looking
2058,city_102,0.804,Male,Yes,no_enrollment,Masters,STEM,16,Unknown,Unknown,2,12,1,train,16,2,Looking
21248,city_21,0.624,Unknown,Yes,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,>4,15,1,train,18,5,Looking
22906,city_98,0.949,Male,Yes,no_enrollment,High School,Unknown,>20,500-999,Pvt Ltd,>4,33,0,train,21,5,Not Looking
23704,city_114,0.926,Male,Yes,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,4,0,train,21,5,Not Looking
9417,city_44,0.725,Male,Yes,no_enrollment,Graduate,STEM,9,Unknown,Unknown,2,88,1,train,9,2,Looking
4451,city_103,0.92,Male,Yes,no_enrollment,Masters,STEM,10,10000+,Public Sector,1,92,0,train,10,1,Not Looking
2048,city_21,0.624,Unknown,Yes,Full time course,Graduate,STEM,2,Unknown,Unknown,1,143,0,train,2,1,Not Looking
19109,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,1,48,0,train,16,1,Not Looking
28032,city_40,0.7759999999999999,Male,Yes,no_enrollment,Graduate,STEM,4,Unknown,Unknown,2,89,1,train,4,2,Looking
15976,city_103,0.92,Unknown,No,Full time course,Graduate,STEM,5,NA,Pvt Ltd,1,36,1,train,5,1,Looking
31888,city_114,0.926,Male,Yes,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,46,0,train,15,1,Not Looking
10051,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,10,100-500,Public Sector,>4,2,0,train,10,5,Not Looking
25673,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,62,0,train,9,2,Not Looking
311,city_101,0.5579999999999999,Male,No,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,53,1,train,4,1,Looking
26882,city_65,0.802,Male,No,no_enrollment,Graduate,STEM,4,Unknown,Unknown,never,52,1,train,4,0,Looking
528,city_160,0.92,Male,Yes,no_enrollment,Graduate,STEM,7,50-99,Public Sector,3,52,0,train,7,3,Not Looking
5443,city_103,0.92,Male,Yes,no_enrollment,Masters,STEM,9,100-500,Funded Startup,1,96,0,train,9,1,Not Looking
5251,city_21,0.624,Male,No,Part time course,Graduate,STEM,7,Unknown,Unknown,never,24,1,train,7,0,Looking
